,Trapnest,Date,Nest_ID,Site,Subsite,Treatment,Cavity_number,Straw_ID,Filled_length_mm,Straw_length_mm,Cavity_ID,Status,Occupant,Good_days,Bee_choice,New_nests_os,New_nests_meg,New_nest_sum,Osmia_ps_prior,Osmia_no_ps_prior,Meg_ps_prior,Meg_no_ps_prior,Number_of_cells,Cumulative_par,Prop_cells_par,Par_in_trapnest,Day_of_year
1467,trapnest_12,2023-05-26,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1490,trapnest_12,2023-05-26,12_3a,BP,D,High,3,a,NA,NA,12_3,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1513,trapnest_12,2023-05-26,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1571,trapnest_12,2023-05-26,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1594,trapnest_12,2023-05-26,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1617,trapnest_12,2023-05-26,12_9a,BP,D,High,9,a,NA,NA,12_9,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1250,trapnest_12,2023-05-26,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1273,trapnest_12,2023-05-26,12_11a,BP,D,High,11,a,NA,NA,12_11,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1292,trapnest_12,2023-05-26,12_12a,BP,D,High,12,a,NA,NA,12_12,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1313,trapnest_12,2023-05-26,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1336,trapnest_12,2023-05-26,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1359,trapnest_12,2023-05-26,12_15a,BP,D,High,15,a,116.97,145.25,12_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1379,trapnest_12,2023-05-26,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1401,trapnest_12,2023-05-26,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1424,trapnest_12,2023-05-26,12_18a,BP,D,High,18,a,83.98,144.81,12_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1552,trapnest_12,2023-05-26,12_6b,BP,D,High,6,b,103.97,143.76,12_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146
1445,trapnest_12,2023-05-28,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1468,trapnest_12,2023-05-28,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1491,trapnest_12,2023-05-28,12_3a,BP,D,High,3,a,NA,NA,12_3,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1514,trapnest_12,2023-05-28,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1531,trapnest_12,2023-05-28,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1572,trapnest_12,2023-05-28,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1595,trapnest_12,2023-05-28,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1618,trapnest_12,2023-05-28,12_9a,BP,D,High,9,a,NA,NA,12_9,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1251,trapnest_12,2023-05-28,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1274,trapnest_12,2023-05-28,12_11a,BP,D,High,11,a,NA,NA,12_11,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1293,trapnest_12,2023-05-28,12_12a,BP,D,High,12,a,NA,NA,12_12,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1314,trapnest_12,2023-05-28,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1337,trapnest_12,2023-05-28,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1360,trapnest_12,2023-05-28,12_15a,BP,D,High,15,a,116.97,145.25,12_15,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1380,trapnest_12,2023-05-28,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1402,trapnest_12,2023-05-28,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1425,trapnest_12,2023-05-28,12_18a,BP,D,High,18,a,83.98,144.81,12_18,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1553,trapnest_12,2023-05-28,12_6b,BP,D,High,6,b,103.97,143.76,12_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148
1446,trapnest_12,2023-05-29,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1469,trapnest_12,2023-05-29,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1492,trapnest_12,2023-05-29,12_3a,BP,D,High,3,a,NA,NA,12_3,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1515,trapnest_12,2023-05-29,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1573,trapnest_12,2023-05-29,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1596,trapnest_12,2023-05-29,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1619,trapnest_12,2023-05-29,12_9a,BP,D,High,9,a,NA,NA,12_9,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1252,trapnest_12,2023-05-29,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1275,trapnest_12,2023-05-29,12_11a,BP,D,High,11,a,NA,NA,12_11,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1294,trapnest_12,2023-05-29,12_12a,BP,D,High,12,a,NA,NA,12_12,pseudo,osmia,1,NA,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1315,trapnest_12,2023-05-29,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,1,0,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1338,trapnest_12,2023-05-29,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,1,0,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1381,trapnest_12,2023-05-29,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,1,0,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1403,trapnest_12,2023-05-29,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,1,0,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1426,trapnest_12,2023-05-29,12_18a,BP,D,High,18,a,83.98,144.81,12_18,empty,none,1,0,2,NA,2,11.5,1.5,NA,NA,NA,NA,NA,0,149
1447,trapnest_12,2023-05-31,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1470,trapnest_12,2023-05-31,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1516,trapnest_12,2023-05-31,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1532,trapnest_12,2023-05-31,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1574,trapnest_12,2023-05-31,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1597,trapnest_12,2023-05-31,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1620,trapnest_12,2023-05-31,12_9a,BP,D,High,9,a,NA,NA,12_9,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1253,trapnest_12,2023-05-31,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1276,trapnest_12,2023-05-31,12_11a,BP,D,High,11,a,NA,NA,12_11,pseudo,osmia,2,NA,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1316,trapnest_12,2023-05-31,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1339,trapnest_12,2023-05-31,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1382,trapnest_12,2023-05-31,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1404,trapnest_12,2023-05-31,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1427,trapnest_12,2023-05-31,12_18a,BP,D,High,18,a,83.98,144.81,12_18,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1493,trapnest_12,2023-05-31,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1295,trapnest_12,2023-05-31,12_12b,BP,D,High,12,b,57.04,106.02,12_12,empty,none,2,0,2,NA,2,9.5,1.5,NA,NA,NA,NA,NA,0,151
1448,trapnest_12,2023-06-02,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1471,trapnest_12,2023-06-02,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1517,trapnest_12,2023-06-02,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1533,trapnest_12,2023-06-02,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1575,trapnest_12,2023-06-02,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1598,trapnest_12,2023-06-02,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1621,trapnest_12,2023-06-02,12_9a,BP,D,High,9,a,NA,NA,12_9,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1254,trapnest_12,2023-06-02,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1317,trapnest_12,2023-06-02,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1340,trapnest_12,2023-06-02,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1361,trapnest_12,2023-06-02,12_15a,BP,D,High,15,a,116.97,145.25,12_15,no change,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1383,trapnest_12,2023-06-02,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1405,trapnest_12,2023-06-02,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1494,trapnest_12,2023-06-02,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1554,trapnest_12,2023-06-02,12_6b,BP,D,High,6,b,103.97,143.76,12_6,no change,osmia,2,NA,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1277,trapnest_12,2023-06-02,12_11b,BP,D,High,11,b,47.31,141.37,12_11,empty,none,2,0,2,NA,2,10.5,3.5,NA,NA,NA,NA,NA,0,153
1449,trapnest_12,2023-06-05,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1472,trapnest_12,2023-06-05,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1518,trapnest_12,2023-06-05,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1534,trapnest_12,2023-06-05,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1576,trapnest_12,2023-06-05,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1599,trapnest_12,2023-06-05,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1255,trapnest_12,2023-06-05,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1318,trapnest_12,2023-06-05,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1341,trapnest_12,2023-06-05,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1384,trapnest_12,2023-06-05,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1406,trapnest_12,2023-06-05,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1495,trapnest_12,2023-06-05,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1555,trapnest_12,2023-06-05,12_6b,BP,D,High,6,b,103.97,143.76,12_6,end cap,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1622,trapnest_12,2023-06-05,12_9b,BP,D,High,9,b,21.9,130.53,12_9,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1278,trapnest_12,2023-06-05,12_11b,BP,D,High,11,b,47.31,141.37,12_11,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
1450,trapnest_12,2023-06-08,12_1a,BP,D,High,1,a,NA,NA,12_1,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1473,trapnest_12,2023-06-08,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1519,trapnest_12,2023-06-08,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1535,trapnest_12,2023-06-08,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1577,trapnest_12,2023-06-08,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1600,trapnest_12,2023-06-08,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1256,trapnest_12,2023-06-08,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1319,trapnest_12,2023-06-08,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1342,trapnest_12,2023-06-08,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1362,trapnest_12,2023-06-08,12_15a,BP,D,High,15,a,116.97,145.25,12_15,no change,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1385,trapnest_12,2023-06-08,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1407,trapnest_12,2023-06-08,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1428,trapnest_12,2023-06-08,12_18a,BP,D,High,18,a,83.98,144.81,12_18,no change,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1496,trapnest_12,2023-06-08,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1556,trapnest_12,2023-06-08,12_6b,BP,D,High,6,b,103.97,143.76,12_6,no change,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1623,trapnest_12,2023-06-08,12_9b,BP,D,High,9,b,21.9,130.53,12_9,empty,none,2,0,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1296,trapnest_12,2023-06-08,12_12b,BP,D,High,12,b,57.04,106.02,12_12,no change,osmia,2,NA,1,NA,1,11,5,NA,NA,NA,NA,NA,0,159
1474,trapnest_12,2023-06-10,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1520,trapnest_12,2023-06-10,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1536,trapnest_12,2023-06-10,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1578,trapnest_12,2023-06-10,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1601,trapnest_12,2023-06-10,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1257,trapnest_12,2023-06-10,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1320,trapnest_12,2023-06-10,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1343,trapnest_12,2023-06-10,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1363,trapnest_12,2023-06-10,12_15a,BP,D,High,15,a,116.97,145.25,12_15,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1386,trapnest_12,2023-06-10,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1408,trapnest_12,2023-06-10,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1429,trapnest_12,2023-06-10,12_18a,BP,D,High,18,a,83.98,144.81,12_18,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1451,trapnest_12,2023-06-10,12_1b,BP,D,High,1,b,NA,NA,12_1,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1497,trapnest_12,2023-06-10,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1557,trapnest_12,2023-06-10,12_6b,BP,D,High,6,b,103.97,143.76,12_6,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1624,trapnest_12,2023-06-10,12_9b,BP,D,High,9,b,21.9,130.53,12_9,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1279,trapnest_12,2023-06-10,12_11b,BP,D,High,11,b,47.31,141.37,12_11,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1297,trapnest_12,2023-06-10,12_12b,BP,D,High,12,b,57.04,106.02,12_12,no change,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
1475,trapnest_12,2023-06-12,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1521,trapnest_12,2023-06-12,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1537,trapnest_12,2023-06-12,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1579,trapnest_12,2023-06-12,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1602,trapnest_12,2023-06-12,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1258,trapnest_12,2023-06-12,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1321,trapnest_12,2023-06-12,12_13a,BP,D,High,13,a,NA,NA,12_13,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1344,trapnest_12,2023-06-12,12_14a,BP,D,High,14,a,NA,NA,12_14,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1364,trapnest_12,2023-06-12,12_15a,BP,D,High,15,a,116.97,145.25,12_15,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1387,trapnest_12,2023-06-12,12_16a,BP,D,High,16,a,5.27,143.33,12_16,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1409,trapnest_12,2023-06-12,12_17a,BP,D,High,17,a,NA,NA,12_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1430,trapnest_12,2023-06-12,12_18a,BP,D,High,18,a,83.98,144.81,12_18,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1452,trapnest_12,2023-06-12,12_1b,BP,D,High,1,b,NA,NA,12_1,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1498,trapnest_12,2023-06-12,12_3b,BP,D,High,3,b,NA,NA,12_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1558,trapnest_12,2023-06-12,12_6b,BP,D,High,6,b,103.97,143.76,12_6,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1625,trapnest_12,2023-06-12,12_9b,BP,D,High,9,b,21.9,130.53,12_9,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1280,trapnest_12,2023-06-12,12_11b,BP,D,High,11,b,47.31,141.37,12_11,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1298,trapnest_12,2023-06-12,12_12b,BP,D,High,12,b,57.04,106.02,12_12,no change,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
1476,trapnest_12,2023-06-14,12_2a,BP,D,High,2,a,NA,NA,12_2,pseudo,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
1522,trapnest_12,2023-06-14,12_4a,BP,D,High,4,a,NA,NA,12_4,pseudo,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
1538,trapnest_12,2023-06-14,12_5a,BP,D,High,5,a,115.52,142.83,12_5,no change,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
1580,trapnest_12,2023-06-14,12_7a,BP,D,High,7,a,NA,NA,12_7,pseudo,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
1603,trapnest_12,2023-06-14,12_8a,BP,D,High,8,a,NA,NA,12_8,pseudo,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
1259,trapnest_12,2023-06-14,12_10a,BP,D,High,10,a,NA,NA,12_10,pseudo,osmia,0,NA,1,NA,1,11,6,NA,NA,NA,NA,NA,0,165
